noise_multiplier,accuracy,epsilon_1round
0.0,0.9879836097602215,inf
0.2,0.984287314107404,24.224026313026943
0.5,0.9865195565720303,9.689610525210778
1.0,0.9843530983001141,4.844805262605389
2.0,0.9760930958911757,2.4224026313026945
