mode,n_seeds,acc_mean,acc_std,f1_mean,f1_std
fedavg,10,0.934003767717108,0.009251510183064427,0.9013324602733628,0.012704802425738479
fedper,10,0.980897156586046,0.005256426302738001,0.9727168898686165,0.007461234146656795
ditto,10,0.9773312375808467,0.0028804087714587564,0.9675432971745247,0.005002657822513113
fedper_adaptive,10,0.9886857131742615,0.00425238108470324,0.98376906991953,0.0063608604888988046
