round,cid,loss,accuracy,f1,adaptive_epochs,selected
1,S10,0.05127046689310303,1.0,1.0,0,True
1,S11,0.16925215140662161,0.9782608695652174,0.96875,0,True
1,S13,0.0901051139355693,0.989010989010989,0.9850746268656716,0,True
1,S14,0.05561653388537516,1.0,1.0,0,True
1,S15,0.08976997371113847,1.0,1.0,0,True
1,S16,0.0783252475265861,1.0,1.0,0,True
1,S17,0.07744574433251213,1.0,1.0,0,True
1,S2,0.5077907184912586,0.6091954022988506,0.2916666666666667,0,True
1,S3,0.32566661391164664,0.8522727272727273,0.7936507936507938,0,True
1,S4,0.06711086807740708,0.9886363636363636,0.9846153846153847,0,True
1,S5,0.07549916717039713,1.0,1.0,0,True
1,S6,0.1855580849602495,0.9222222222222223,0.898550724637681,0,True
1,S7,0.06527340862755197,1.0,1.0,0,True
1,S8,0.5695860095207235,0.6923076923076923,0.0,0,True
1,S9,0.06609480092422129,1.0,1.0,0,True
2,S10,0.018851242141788693,1.0,1.0,0,True
2,S11,0.08050836715119727,1.0,1.0,0,True
2,S13,0.04267287281436555,0.989010989010989,0.9850746268656716,0,True
2,S14,0.020243261005345403,1.0,1.0,0,True
2,S15,0.029421405990343118,1.0,1.0,0,True
2,S16,0.03389100285845855,1.0,1.0,0,True
2,S17,0.03347150341364154,1.0,1.0,0,True
2,S2,0.4456784371859366,0.7241379310344828,0.5862068965517242,0,True
2,S3,0.30452834657307104,0.8863636363636364,0.8484848484848485,0,True
2,S4,0.03067930943957413,0.9886363636363636,0.9846153846153847,0,True
2,S5,0.022511629643990692,1.0,1.0,0,True
2,S6,0.09959980451043068,0.9555555555555556,0.9393939393939393,0,True
2,S7,0.022540777119584562,1.0,1.0,0,True
2,S8,0.5009400645532426,0.7142857142857143,0.13333333333333333,0,True
2,S9,0.031697705841647696,1.0,1.0,0,True
3,S10,0.010572588546369326,1.0,1.0,0,True
3,S11,0.05166110955935167,1.0,1.0,0,True
3,S13,0.0265915752796394,1.0,1.0,0,True
3,S14,0.011615314988959262,1.0,1.0,0,True
3,S15,0.015384172081266965,1.0,1.0,0,True
3,S16,0.02109772459655229,1.0,1.0,0,True
3,S17,0.020368273572381333,1.0,1.0,0,True
3,S2,0.4138233593246253,0.7931034482758621,0.7272727272727272,0,True
3,S3,0.2944235560509032,0.8863636363636364,0.8484848484848485,0,True
3,S4,0.020210600501066718,0.9886363636363636,0.9846153846153847,0,True
3,S5,0.011704878554739074,1.0,1.0,0,True
3,S6,0.07740484158300909,0.9666666666666667,0.9538461538461539,0,True
3,S7,0.01227711486701023,1.0,1.0,0,True
3,S8,0.4257096337811223,0.7912087912087912,0.4864864864864865,0,True
3,S9,0.02111140240697326,1.0,1.0,0,True
4,S10,0.0070724119330636565,1.0,1.0,0,True
4,S11,0.03797790194363297,1.0,1.0,0,True
4,S13,0.018938752502435444,1.0,1.0,0,True
4,S14,0.007995217518101444,1.0,1.0,0,True
4,S15,0.009898331539347256,1.0,1.0,0,True
4,S16,0.015057839938837825,1.0,1.0,0,True
4,S17,0.01435746510671267,1.0,1.0,0,True
4,S2,0.39303320445516376,0.7931034482758621,0.7272727272727272,0,True
4,S3,0.2857368219827591,0.8977272727272727,0.8656716417910447,0,True
4,S4,0.015171086500707542,1.0,1.0,0,True
4,S5,0.007435129950460218,1.0,1.0,0,True
4,S6,0.06455305747990156,0.9666666666666667,0.9538461538461539,0,True
